snapshot_date,location,product_id,quantity_on_hand,days_in_stock,reorder_level
2026-03-31,Dania Beach,P0095,7,274,2
2026-02-28,Lake Worth,P0009,4,205,3
2026-04-30,Oakland Park,P0001,6,53,2
2026-06-30,Dania Beach,P0147,5,8,2
2025-12-31,Oakland Park,P0027,4,72,3
2026-06-30,Lake Worth,P0058,12,11,1
2026-05-31,Lake Worth,P0092,3,146,1
2025-09-30,Dania Beach,P0259,7,35,2
2025-12-31,Lake Worth,P0280,3,47,3
2025-10-31,Lake Worth,P0128,4,18,3
2026-01-31,Oakland Park,P0271,12,114,3
2025-12-31,Dania Beach,P0026,3,42,2
2025-10-31,Lake Worth,P0233,12,264,2
2025-12-31,Lake Worth,P0004,11,7,3
2026-05-31,Lake Worth,P0134,7,50,2
2026-02-28,Lake Worth,P0042,17,115,2
2026-05-31,Dania Beach,P0241,1,26,2
2025-10-31,Lake Worth,P0017,4,38,2
2025-11-30,Lake Worth,P0014,3,26,1
2025-09-30,Lake Worth,P0115,2,22,2
2025-12-31,Lake Worth,P0265,6,110,3
2025-10-31,Lake Worth,P0130,2,163,3
2026-06-30,Oakland Park,P0065,0,54,3
2025-07-31,Dania Beach,P0273,0,61,2
2025-08-31,Dania Beach,P0023,5,61,3
2026-02-28,Dania Beach,P0030,1,269,2
2026-04-30,Lake Worth,P0016,6,34,1
2025-08-31,Lake Worth,P0081,4,13,2
2026-02-28,Lake Worth,P0275,2,25,1
2025-12-31,Dania Beach,P0187,7,196,2
2026-03-31,Lake Worth,P0094,0,67,3
2025-11-30,Oakland Park,P0177,3,131,2
2025-12-31,Dania Beach,P0006,9,10,2
2026-04-30,Oakland Park,P0231,9,265,2
2026-02-28,Dania Beach,P0079,10,294,3
2026-01-31,Dania Beach,P0194,4,316,2
2026-05-31,Oakland Park,P0223,0,61,1
2026-02-28,Lake Worth,P0224,3,241,2
2026-04-30,Dania Beach,P0071,10,30,2
2026-01-31,Dania Beach,P0078,6,54,2
2025-10-31,Oakland Park,P0114,4,59,3
2025-12-31,Oakland Park,P0204,2,32,2
2025-10-31,Dania Beach,P0175,4,8,2
2025-09-30,Lake Worth,P0073,3,269,3
2025-10-31,Oakland Park,P0257,7,56,3
2026-01-31,Oakland Park,P0294,7,9,1
2025-10-31,Lake Worth,P0084,1,16,2
2025-10-31,Oakland Park,P0051,1,38,1
2026-01-31,Dania Beach,P0014,0,74,2
2026-04-30,Dania Beach,P0018,0,57,2
2025-09-30,Oakland Park,P0175,7,36,2
2026-02-28,Oakland Park,P0045,20,33,2
2026-04-30,Lake Worth,P0061,1,66,1
2025-09-30,Oakland Park,P0281,3,295,2
2026-04-30,Lake Worth,P0176,1,142,2
2025-12-31,Lake Worth,P0109,4,62,3
2025-08-31,Lake Worth,P0261,1,19,2
2026-01-31,Dania Beach,P0206,0,0,3
2026-01-31,Dania Beach,P0069,19,143,2
2026-03-31,Dania Beach,P0010,0,0,3
2025-08-31,Dania Beach,P0133,6,69,2
2026-06-30,Lake Worth,P0086,2,7,1
2025-07-31,Oakland Park,P0259,8,28,1
2026-03-31,Oakland Park,P0064,0,48,3
2026-02-28,Oakland Park,P0254,0,45,2
2025-11-30,Oakland Park,P0269,8,28,3
2026-06-30,Lake Worth,P0269,1,63,2
2025-11-30,Lake Worth,P0034,4,132,2
2025-10-31,Lake Worth,P0054,0,33,2
2025-08-31,Oakland Park,P0109,7,315,3
2025-11-30,Lake Worth,P0170,6,35,2
2025-11-30,Oakland Park,P0142,1,8,2
2025-11-30,Oakland Park,P0086,0,32,1
2025-12-31,Oakland Park,P0123,25,16,2
2026-03-31,Dania Beach,P0206,0,0,1
2026-06-30,Lake Worth,P0147,3,69,2
2025-10-31,Dania Beach,P0245,9,292,2
2025-10-31,Lake Worth,P0281,6,12,3
2025-08-31,Dania Beach,P0039,4,17,2
2025-11-30,Oakland Park,P0052,0,48,2
2025-09-30,Lake Worth,P0057,7,244,2
2026-05-31,Oakland Park,P0298,15,13,2
2026-01-31,Dania Beach,P0148,2,67,3
2026-05-31,Dania Beach,P0099,20,297,2
2025-10-31,Dania Beach,P0005,4,19,1
2025-09-30,Oakland Park,P0185,1,18,2
2026-02-28,Oakland Park,P0105,3,39,3
2025-11-30,Lake Worth,P0075,3,139,1
2025-11-30,Dania Beach,P0003,3,53,2
2025-11-30,Lake Worth,P0289,2,162,2
2025-09-30,Lake Worth,P0002,1,167,1
2025-12-31,Oakland Park,P0001,1,44,3
2025-09-30,Dania Beach,P0224,1,244,2
2025-09-30,Lake Worth,P0296,0,58,1
2025-08-31,Dania Beach,P0188,0,0,2
2026-01-31,Lake Worth,P0299,5,94,2
2025-10-31,Dania Beach,P0079,6,225,3
2026-01-31,Dania Beach,P0259,3,57,3
2025-09-30,Dania Beach,P0139,4,7,2
2025-09-30,Oakland Park,P0023,4,61,3
2026-03-31,Lake Worth,P0002,0,54,2
2025-12-31,Oakland Park,P0036,9,192,1
2026-02-28,Dania Beach,P0153,3,69,3
2025-12-31,Dania Beach,P0197,3,42,2
2025-12-31,Lake Worth,P0029,1,11,1
2026-01-31,Lake Worth,P0016,7,37,2
2026-06-30,Dania Beach,P0152,7,46,3
2025-08-31,Lake Worth,P0001,0,13,1
2025-08-31,Lake Worth,P0013,1,68,2
2026-04-30,Dania Beach,P0246,3,68,2
2025-07-31,Dania Beach,P0143,3,74,3
2026-03-31,Oakland Park,P0103,3,194,2
2025-12-31,Dania Beach,P0250,42,150,3
2026-05-31,Dania Beach,P0208,0,43,2
2026-01-31,Oakland Park,P0066,2,71,2
2025-12-31,Lake Worth,P0200,1,300,2
2025-11-30,Dania Beach,P0230,0,43,2
2025-12-31,Oakland Park,P0219,2,8,2
2025-08-31,Dania Beach,P0114,2,72,2
2025-07-31,Lake Worth,P0105,4,13,3
2026-05-31,Oakland Park,P0217,0,51,1
2025-11-30,Dania Beach,P0168,5,112,1
2026-04-30,Oakland Park,P0095,13,261,1
2026-04-30,Dania Beach,P0023,1,5,1
2026-01-31,Oakland Park,P0048,2,27,2
2026-01-31,Lake Worth,P0202,0,8,2
2026-03-31,Dania Beach,P0268,4,38,1
2025-12-31,Lake Worth,P0074,2,104,2
2025-08-31,Oakland Park,P0048,3,41,1
2025-11-30,Lake Worth,P0236,4,7,3
2026-04-30,Lake Worth,P0229,63,19,1
2025-08-31,Oakland Park,P0006,6,17,2
2026-02-28,Lake Worth,P0103,0,11,2
2026-02-28,Dania Beach,P0234,8,40,2
2025-07-31,Oakland Park,P0282,0,24,2
2025-11-30,Oakland Park,P0050,13,113,1
2025-08-31,Dania Beach,P0223,1,7,2
2026-02-28,Dania Beach,P0089,2,18,1
2025-12-31,Lake Worth,P0281,6,267,2
2026-05-31,Dania Beach,P0109,6,12,2
2026-02-28,Lake Worth,P0061,5,34,2
2025-09-30,Oakland Park,P0219,3,66,2
2025-10-31,Oakland Park,P0096,0,43,2
2026-04-30,Lake Worth,P0291,7,36,2
2026-02-28,Lake Worth,P0062,4,52,1
2026-05-31,Lake Worth,P0146,2,56,1
2025-11-30,Lake Worth,P0093,8,30,1
2026-01-31,Dania Beach,P0275,3,52,3
2025-12-31,Oakland Park,P0142,4,74,2
2025-07-31,Dania Beach,P0145,14,40,2
2026-04-30,Lake Worth,P0101,4,61,2
2026-02-28,Lake Worth,P0056,4,46,2
2025-08-31,Dania Beach,P0019,0,49,1
2026-05-31,Oakland Park,P0153,5,27,3
2025-07-31,Lake Worth,P0292,1,58,1
2026-06-30,Oakland Park,P0282,1,105,1
2025-07-31,Dania Beach,P0203,3,54,2
2026-02-28,Dania Beach,P0208,1,37,3
2026-06-30,Lake Worth,P0008,6,7,3
2026-03-31,Lake Worth,P0225,17,58,1
2025-10-31,Oakland Park,P0279,9,22,2
2025-10-31,Dania Beach,P0076,3,50,2
2025-07-31,Oakland Park,P0219,1,34,2
2026-04-30,Dania Beach,P0172,4,43,1
2025-11-30,Dania Beach,P0288,7,5,2
2025-07-31,Oakland Park,P0052,5,38,2
2026-04-30,Oakland Park,P0064,3,48,2
2026-06-30,Dania Beach,P0129,9,122,2
2026-03-31,Dania Beach,P0237,7,10,2
2026-05-31,Lake Worth,P0189,7,179,2
2026-05-31,Dania Beach,P0284,0,0,2
2025-09-30,Oakland Park,P0005,2,18,3
2025-10-31,Dania Beach,P0219,1,102,2
2026-05-31,Dania Beach,P0016,6,42,2
2025-11-30,Oakland Park,P0228,9,25,2
2025-11-30,Dania Beach,P0049,0,55,1
2026-01-31,Dania Beach,P0019,2,36,2
2025-08-31,Dania Beach,P0002,2,9,2
2025-11-30,Lake Worth,P0126,2,43,2
2026-02-28,Lake Worth,P0060,8,74,1
2026-01-31,Lake Worth,P0178,8,9,3
2025-07-31,Lake Worth,P0145,9,14,2
2025-09-30,Lake Worth,P0250,44,72,3
2025-10-31,Dania Beach,P0298,12,62,2
2026-06-30,Oakland Park,P0248,7,20,2
2026-04-30,Dania Beach,P0012,3,16,2
2025-12-31,Dania Beach,P0138,30,50,1
2026-03-31,Lake Worth,P0214,1,11,1
2026-06-30,Oakland Park,P0011,0,61,1
2025-08-31,Dania Beach,P0111,2,206,1
2026-06-30,Oakland Park,P0269,3,26,2
2026-05-31,Dania Beach,P0170,0,0,1
2025-10-31,Oakland Park,P0046,0,51,1
2025-09-30,Lake Worth,P0174,1,40,2
2025-10-31,Lake Worth,P0051,3,12,2
2026-03-31,Dania Beach,P0131,2,61,2
2025-09-30,Oakland Park,P0177,4,40,1
2025-10-31,Oakland Park,P0036,11,128,2
2025-11-30,Oakland Park,P0106,3,61,2
2025-07-31,Dania Beach,P0259,6,40,3
2026-03-31,Lake Worth,P0026,1,59,2
2026-05-31,Lake Worth,P0186,3,28,1
2026-04-30,Oakland Park,P0235,1,39,2
2026-04-30,Lake Worth,P0171,0,44,2
2025-09-30,Lake Worth,P0164,4,38,1
2025-12-31,Dania Beach,P0017,0,58,1
2025-10-31,Dania Beach,P0253,14,39,3
2025-10-31,Oakland Park,P0044,0,61,1
2026-03-31,Lake Worth,P0127,7,5,2
2026-06-30,Oakland Park,P0121,7,26,2
2025-08-31,Oakland Park,P0166,0,34,2
2026-02-28,Lake Worth,P0139,6,28,2
2025-10-31,Dania Beach,P0243,0,54,1
2026-06-30,Lake Worth,P0115,3,61,1
2025-07-31,Oakland Park,P0001,2,70,1
2025-11-30,Lake Worth,P0081,5,115,2
2025-09-30,Dania Beach,P0022,13,118,3
2025-07-31,Oakland Park,P0092,2,27,2
2025-12-31,Lake Worth,P0217,0,5,1
2025-11-30,Dania Beach,P0068,12,10,1
2025-09-30,Oakland Park,P0270,2,294,1
2025-07-31,Lake Worth,P0136,2,177,1
2026-02-28,Dania Beach,P0185,2,65,2
2025-08-31,Oakland Park,P0290,4,60,2
2025-07-31,Oakland Park,P0249,4,19,2
2025-10-31,Lake Worth,P0124,2,62,2
2025-11-30,Lake Worth,P0084,6,33,1
2026-02-28,Lake Worth,P0046,0,51,2
2025-11-30,Dania Beach,P0285,1,61,2
2026-04-30,Dania Beach,P0105,2,75,2
2025-10-31,Dania Beach,P0143,4,12,3
2025-11-30,Lake Worth,P0025,2,41,2
2025-10-31,Oakland Park,P0012,2,55,1
2025-10-31,Dania Beach,P0171,3,26,1
2026-06-30,Dania Beach,P0222,6,127,2
2025-12-31,Oakland Park,P0192,6,75,1
2026-03-31,Dania Beach,P0238,6,53,2
2025-09-30,Dania Beach,P0163,0,7,1
2025-09-30,Oakland Park,P0097,1,284,2
2025-07-31,Lake Worth,P0174,2,64,3
2025-12-31,Dania Beach,P0058,8,22,1
2025-11-30,Oakland Park,P0270,3,33,1
2026-02-28,Dania Beach,P0221,2,7,1
2026-06-30,Oakland Park,P0036,11,83,3
2025-09-30,Lake Worth,P0231,7,31,2
2026-04-30,Dania Beach,P0032,3,56,2
2026-06-30,Dania Beach,P0178,0,0,1
2026-05-31,Oakland Park,P0165,4,37,2
2025-09-30,Lake Worth,P0210,0,55,2
2025-07-31,Lake Worth,P0289,0,42,3
2026-06-30,Dania Beach,P0043,4,74,2
2025-08-31,Lake Worth,P0125,6,75,3
2026-06-30,Lake Worth,P0095,10,34,2
2025-11-30,Dania Beach,P0105,5,23,3
2025-10-31,Dania Beach,P0250,46,258,1
2026-01-31,Dania Beach,P0281,7,57,2
2025-08-31,Dania Beach,P0173,7,46,2
2025-12-31,Oakland Park,P0154,6,199,2
2026-06-30,Lake Worth,P0150,7,41,3
2025-07-31,Lake Worth,P0131,0,49,2
2025-09-30,Dania Beach,P0128,0,0,2
2026-04-30,Oakland Park,P0103,0,27,1
2025-09-30,Oakland Park,P0110,1,54,2
2026-06-30,Oakland Park,P0033,6,43,2
2026-06-30,Dania Beach,P0165,4,70,2
2026-03-31,Oakland Park,P0081,7,60,2
2025-12-31,Dania Beach,P0083,0,28,2
2026-04-30,Lake Worth,P0156,7,12,3
2026-03-31,Lake Worth,P0243,2,15,3
2025-08-31,Oakland Park,P0184,4,72,2
2026-04-30,Lake Worth,P0036,0,17,2
2026-01-31,Lake Worth,P0111,2,6,2
2026-01-31,Dania Beach,P0167,0,31,1
2026-05-31,Oakland Park,P0239,1,39,2
2026-03-31,Oakland Park,P0160,1,225,1
2026-02-28,Lake Worth,P0083,1,69,2
2025-11-30,Oakland Park,P0008,4,149,2
2026-06-30,Dania Beach,P0202,5,44,3
2025-11-30,Dania Beach,P0217,0,66,1
2026-05-31,Dania Beach,P0039,5,147,2
2025-10-31,Dania Beach,P0017,0,71,2
2026-01-31,Dania Beach,P0181,30,34,2
2026-05-31,Lake Worth,P0215,5,30,2
2025-07-31,Dania Beach,P0101,0,24,2
2026-01-31,Oakland Park,P0110,2,62,2
2025-08-31,Dania Beach,P0003,1,25,1
2026-05-31,Dania Beach,P0240,2,137,3
2025-10-31,Dania Beach,P0067,0,0,3
2026-06-30,Lake Worth,P0101,1,14,2
2025-11-30,Lake Worth,P0284,0,25,3
2026-04-30,Lake Worth,P0227,8,68,2
2025-10-31,Lake Worth,P0285,2,42,2
2025-08-31,Dania Beach,P0152,7,68,1
2025-12-31,Oakland Park,P0266,4,55,2
2026-01-31,Lake Worth,P0133,4,43,1
2026-03-31,Dania Beach,P0261,2,28,2
2025-07-31,Dania Beach,P0031,0,18,3
2025-10-31,Lake Worth,P0245,4,59,2
2025-07-31,Lake Worth,P0035,4,31,2
2025-09-30,Dania Beach,P0198,0,0,2
2025-07-31,Dania Beach,P0030,0,33,2
2026-03-31,Lake Worth,P0071,13,13,2
2025-12-31,Dania Beach,P0189,0,0,3
2025-12-31,Oakland Park,P0235,3,249,2
2025-12-31,Lake Worth,P0245,4,21,1
2026-02-28,Oakland Park,P0246,2,5,3
2025-09-30,Lake Worth,P0025,2,273,3
2026-06-30,Dania Beach,P0023,5,39,1
2026-01-31,Dania Beach,P0278,4,13,1
2026-06-30,Oakland Park,P0270,2,36,1
2025-10-31,Oakland Park,P0141,20,94,2
2025-08-31,Oakland Park,P0149,1,69,2
2025-09-30,Lake Worth,P0198,8,10,2
2026-03-31,Lake Worth,P0046,0,32,3
2026-03-31,Dania Beach,P0279,7,55,2
2026-06-30,Dania Beach,P0277,0,13,2
2026-06-30,Dania Beach,P0063,3,58,3
2025-10-31,Oakland Park,P0060,9,155,1
2026-06-30,Dania Beach,P0085,4,72,2
2026-02-28,Dania Beach,P0146,1,37,2
2025-11-30,Oakland Park,P0254,1,18,2
2026-06-30,Dania Beach,P0132,0,34,3
2025-12-31,Lake Worth,P0044,2,6,1
2026-05-31,Lake Worth,P0173,9,6,3
2026-04-30,Dania Beach,P0252,4,20,2
2026-04-30,Lake Worth,P0120,31,31,2
2026-06-30,Oakland Park,P0211,1,38,2
2026-05-31,Dania Beach,P0246,5,10,3
2026-02-28,Lake Worth,P0036,6,35,3
2026-06-30,Dania Beach,P0204,0,55,2
2025-11-30,Oakland Park,P0107,14,154,2
2026-01-31,Oakland Park,P0255,2,49,1
2026-05-31,Lake Worth,P0224,4,29,3
2026-04-30,Lake Worth,P0262,3,252,2
2026-03-31,Oakland Park,P0016,4,72,1
2026-06-30,Oakland Park,P0286,6,43,2
2026-03-31,Lake Worth,P0177,2,53,2
2025-07-31,Oakland Park,P0242,3,28,3
2026-03-31,Lake Worth,P0268,2,42,1
2026-05-31,Lake Worth,P0219,2,52,2
2025-10-31,Lake Worth,P0247,4,51,1
2025-09-30,Lake Worth,P0207,0,36,1
2026-06-30,Dania Beach,P0176,1,25,1
2025-07-31,Dania Beach,P0289,0,5,3
2025-09-30,Oakland Park,P0015,0,63,3
2026-05-31,Dania Beach,P0063,5,72,2
2025-08-31,Lake Worth,P0209,17,35,1
2026-01-31,Lake Worth,P0147,8,41,2
2026-02-28,Lake Worth,P0185,1,57,2
2025-11-30,Dania Beach,P0158,5,5,2
2025-07-31,Dania Beach,P0033,7,24,2
2026-02-28,Dania Beach,P0033,12,66,2
2025-08-31,Lake Worth,P0010,1,13,2
2025-12-31,Oakland Park,P0298,15,64,2
2025-08-31,Lake Worth,P0117,3,45,3
2025-08-31,Dania Beach,P0104,5,69,2
2026-01-31,Lake Worth,P0030,4,51,1
2026-06-30,Dania Beach,P0215,3,45,3
2026-06-30,Lake Worth,P0019,2,277,1
2025-11-30,Oakland Park,P0021,4,38,2
2026-03-31,Lake Worth,P0013,0,63,3
2026-02-28,Lake Worth,P0243,0,18,3
2026-05-31,Oakland Park,P0031,2,240,3
2026-05-31,Dania Beach,P0156,0,0,2
2026-01-31,Oakland Park,P0186,4,68,2
2025-12-31,Lake Worth,P0005,2,16,2
2026-01-31,Oakland Park,P0014,3,34,3
2026-03-31,Dania Beach,P0119,0,60,2
2025-07-31,Dania Beach,P0138,27,60,2
2025-12-31,Lake Worth,P0136,1,35,2
2026-04-30,Oakland Park,P0125,3,30,3
2026-03-31,Lake Worth,P0132,4,111,2
2026-05-31,Dania Beach,P0023,2,50,1
2026-02-28,Oakland Park,P0088,0,6,2
2026-05-31,Oakland Park,P0116,11,18,3
2025-07-31,Oakland Park,P0226,4,46,1
2026-01-31,Oakland Park,P0121,6,106,2
2026-04-30,Oakland Park,P0172,1,52,2
2026-03-31,Dania Beach,P0040,6,56,2
2026-06-30,Dania Beach,P0171,2,47,2
2025-08-31,Oakland Park,P0061,1,230,1
2025-10-31,Dania Beach,P0114,2,46,2
2025-08-31,Oakland Park,P0201,5,9,2
2025-08-31,Dania Beach,P0098,10,70,2
2025-09-30,Lake Worth,P0260,0,33,2
2026-04-30,Dania Beach,P0096,1,65,3
2026-04-30,Lake Worth,P0127,2,6,2
2025-07-31,Dania Beach,P0250,47,193,2
2025-07-31,Lake Worth,P0180,6,147,2
2025-09-30,Lake Worth,P0043,2,55,3
2025-08-31,Dania Beach,P0217,1,227,1
2026-01-31,Oakland Park,P0149,0,29,2
2026-06-30,Lake Worth,P0023,0,25,2
2026-03-31,Oakland Park,P0144,14,170,2
2026-06-30,Dania Beach,P0181,28,22,2
2025-12-31,Oakland Park,P0138,28,8,1
2026-02-28,Oakland Park,P0134,8,190,2
2026-02-28,Dania Beach,P0108,5,38,1
2026-04-30,Lake Worth,P0033,11,52,2
2026-02-28,Lake Worth,P0069,20,75,1
2025-07-31,Oakland Park,P0007,0,9,1
2025-12-31,Dania Beach,P0154,0,0,3
2025-11-30,Oakland Park,P0132,5,53,3
2025-10-31,Oakland Park,P0207,6,9,1
2025-08-31,Dania Beach,P0057,4,65,2
2025-12-31,Lake Worth,P0142,0,5,2
2025-09-30,Dania Beach,P0026,1,65,1
2026-01-31,Oakland Park,P0275,2,73,2
2025-07-31,Dania Beach,P0017,0,65,2
2026-04-30,Lake Worth,P0017,3,104,2
2025-08-31,Oakland Park,P0124,4,38,3
2025-09-30,Dania Beach,P0033,10,71,3
2026-06-30,Lake Worth,P0047,3,5,2
2025-10-31,Lake Worth,P0155,0,74,1
2025-07-31,Lake Worth,P0239,4,9,2
2026-05-31,Oakland Park,P0086,4,33,2
2025-11-30,Lake Worth,P0204,2,26,2
2026-01-31,Dania Beach,P0300,4,6,2
2026-06-30,Lake Worth,P0037,2,49,1
2025-12-31,Lake Worth,P0243,0,28,3
2026-04-30,Lake Worth,P0124,2,35,2
2026-01-31,Dania Beach,P0047,5,220,1
2025-09-30,Lake Worth,P0087,6,14,2
2025-08-31,Dania Beach,P0146,2,257,2
2026-04-30,Oakland Park,P0265,5,74,1
2026-05-31,Oakland Park,P0286,5,13,2
2026-05-31,Lake Worth,P0210,1,21,2
2026-01-31,Lake Worth,P0025,2,33,3
2025-09-30,Dania Beach,P0155,0,64,2
2026-04-30,Dania Beach,P0066,4,14,3
2025-12-31,Lake Worth,P0155,2,63,2
2025-08-31,Oakland Park,P0099,24,12,1
2025-11-30,Oakland Park,P0007,1,70,2
2026-03-31,Dania Beach,P0068,14,37,2
2025-07-31,Lake Worth,P0225,15,70,2
2026-02-28,Lake Worth,P0044,1,19,2
2026-03-31,Lake Worth,P0260,3,68,2
2026-01-31,Lake Worth,P0270,3,297,2
2026-03-31,Oakland Park,P0286,4,51,2
2025-12-31,Oakland Park,P0233,12,67,2
2025-08-31,Oakland Park,P0180,6,24,3
2025-10-31,Lake Worth,P0198,5,19,2
2025-09-30,Dania Beach,P0015,0,41,1
2026-05-31,Lake Worth,P0185,2,296,1
2026-05-31,Dania Beach,P0294,7,9,1
2025-12-31,Dania Beach,P0259,2,215,2
2026-01-31,Oakland Park,P0219,6,69,2
2025-08-31,Dania Beach,P0183,0,6,3
2026-06-30,Dania Beach,P0083,0,31,3
2026-05-31,Dania Beach,P0147,3,75,2
2025-08-31,Dania Beach,P0025,3,74,2
2025-12-31,Oakland Park,P0085,2,179,1
2026-04-30,Dania Beach,P0077,6,71,2
2025-12-31,Dania Beach,P0086,1,68,2
2025-12-31,Dania Beach,P0213,0,46,1
2025-09-30,Oakland Park,P0271,8,147,3
2026-05-31,Lake Worth,P0207,6,44,2
2025-12-31,Oakland Park,P0015,2,52,3
2025-12-31,Lake Worth,P0103,1,16,1
2025-12-31,Oakland Park,P0241,2,15,2
2025-08-31,Lake Worth,P0164,3,17,2
2026-03-31,Dania Beach,P0078,3,13,2
2026-02-28,Oakland Park,P0173,9,185,2
2025-08-31,Lake Worth,P0147,2,51,1
2025-08-31,Oakland Park,P0295,0,67,2
2025-12-31,Oakland Park,P0079,6,21,1
2026-06-30,Lake Worth,P0021,1,268,2
2025-10-31,Oakland Park,P0158,3,314,1
2025-10-31,Lake Worth,P0024,0,36,2
2025-08-31,Oakland Park,P0017,6,13,2
2025-09-30,Oakland Park,P0258,158,72,2
2025-08-31,Dania Beach,P0193,2,266,2
2025-08-31,Lake Worth,P0276,0,10,3
2026-03-31,Dania Beach,P0165,6,51,2
2025-09-30,Dania Beach,P0188,0,0,1
2026-01-31,Oakland Park,P0087,0,11,2
2026-02-28,Dania Beach,P0080,2,274,2
2025-08-31,Oakland Park,P0172,2,31,3
2025-12-31,Oakland Park,P0181,29,47,2
2026-04-30,Oakland Park,P0297,0,62,2
2026-06-30,Dania Beach,P0005,0,69,2
2026-05-31,Oakland Park,P0091,10,45,2
2025-11-30,Oakland Park,P0276,4,34,2
2025-10-31,Oakland Park,P0086,1,18,3
2025-09-30,Lake Worth,P0147,8,44,2
2026-03-31,Dania Beach,P0001,3,260,2
2026-01-31,Lake Worth,P0264,13,48,3
2025-12-31,Oakland Park,P0207,7,55,2
2025-07-31,Oakland Park,P0289,0,22,2
2026-02-28,Dania Beach,P0005,3,44,2
2026-05-31,Oakland Park,P0179,1,27,1
2026-03-31,Lake Worth,P0009,2,68,2
2025-08-31,Dania Beach,P0076,2,120,1
2026-01-31,Lake Worth,P0123,25,75,3
2026-04-30,Lake Worth,P0083,0,56,2
2025-10-31,Lake Worth,P0132,5,60,3
2026-05-31,Oakland Park,P0009,3,47,1
2025-10-31,Lake Worth,P0096,0,37,2
2025-10-31,Lake Worth,P0088,0,36,2
2025-08-31,Lake Worth,P0071,9,6,1
2025-11-30,Lake Worth,P0121,6,56,2
2025-11-30,Dania Beach,P0275,0,66,3
2026-06-30,Lake Worth,P0146,0,11,2
2026-06-30,Dania Beach,P0275,1,27,2
2026-05-31,Lake Worth,P0260,1,57,1
2026-04-30,Oakland Park,P0104,7,75,3
2026-03-31,Lake Worth,P0039,0,66,3
2026-05-31,Oakland Park,P0069,19,66,1
2026-06-30,Dania Beach,P0052,3,53,2
2026-03-31,Dania Beach,P0231,7,7,1
2025-09-30,Lake Worth,P0062,0,47,2
2026-06-30,Dania Beach,P0217,0,15,2
2025-08-31,Oakland Park,P0031,5,75,1
2026-01-31,Dania Beach,P0218,2,73,1
2026-05-31,Lake Worth,P0144,2,217,2
2025-08-31,Oakland Park,P0008,6,63,2
2026-02-28,Dania Beach,P0258,154,15,2
2025-10-31,Lake Worth,P0027,4,24,2
2026-02-28,Dania Beach,P0015,1,171,2
2025-12-31,Dania Beach,P0196,14,44,3
2026-04-30,Lake Worth,P0014,0,46,2
2025-10-31,Lake Worth,P0142,0,67,3
2026-06-30,Lake Worth,P0148,3,35,2
2026-01-31,Oakland Park,P0102,1,70,2
2026-06-30,Lake Worth,P0176,2,34,2
2026-01-31,Dania Beach,P0129,4,11,3
2026-04-30,Oakland Park,P0041,11,15,2
2025-12-31,Oakland Park,P0098,11,49,3
2026-01-31,Dania Beach,P0091,12,13,2
2025-11-30,Oakland Park,P0261,0,6,3
2025-09-30,Dania Beach,P0265,1,237,1
2026-05-31,Lake Worth,P0078,7,68,1
2026-02-28,Dania Beach,P0167,5,219,3
2025-09-30,Oakland Park,P0002,3,30,1
2025-08-31,Dania Beach,P0149,1,53,1
2025-11-30,Dania Beach,P0120,29,72,3
2025-10-31,Lake Worth,P0080,2,48,1
2026-04-30,Oakland Park,P0274,1,48,2
2025-08-31,Lake Worth,P0124,0,56,2
2026-05-31,Dania Beach,P0197,2,225,1
2026-03-31,Oakland Park,P0056,5,73,1
2025-08-31,Oakland Park,P0009,2,19,3
2025-09-30,Oakland Park,P0244,9,279,3
2025-12-31,Dania Beach,P0198,0,0,2
2025-07-31,Dania Beach,P0019,4,98,2
2025-11-30,Lake Worth,P0024,5,61,2
2025-07-31,Oakland Park,P0137,7,25,3
2026-01-31,Lake Worth,P0181,33,51,2
2026-05-31,Oakland Park,P0263,10,113,1
2026-04-30,Lake Worth,P0292,0,74,2
2025-11-30,Lake Worth,P0276,1,67,2
2026-05-31,Dania Beach,P0102,8,64,1
2025-08-31,Lake Worth,P0176,5,75,2
2026-05-31,Dania Beach,P0182,3,166,3
2025-07-31,Lake Worth,P0246,5,33,1
2025-07-31,Oakland Park,P0024,6,296,3
2026-06-30,Oakland Park,P0161,8,173,2
2025-12-31,Dania Beach,P0052,4,62,2
2025-12-31,Lake Worth,P0273,0,10,2
2025-11-30,Oakland Park,P0278,0,58,1
2026-06-30,Oakland Park,P0175,6,25,3
2026-01-31,Oakland Park,P0244,4,75,2
2025-07-31,Dania Beach,P0151,0,0,3
2026-05-31,Dania Beach,P0046,0,33,3
2025-08-31,Oakland Park,P0186,5,69,2
2025-11-30,Oakland Park,P0256,0,56,2
2026-06-30,Lake Worth,P0172,0,43,2
2025-10-31,Lake Worth,P0038,0,11,3
2026-04-30,Oakland Park,P0142,0,72,2
2025-11-30,Dania Beach,P0073,0,0,3
2026-04-30,Dania Beach,P0170,0,0,2
2025-11-30,Dania Beach,P0245,8,73,1
2026-06-30,Lake Worth,P0139,0,57,3
2026-06-30,Dania Beach,P0032,0,74,2
2026-03-31,Lake Worth,P0256,2,209,1
2026-06-30,Lake Worth,P0017,0,12,3
2025-07-31,Dania Beach,P0118,0,65,1
2025-11-30,Oakland Park,P0005,0,6,2
2025-08-31,Oakland Park,P0148,1,17,2
2026-05-31,Lake Worth,P0015,0,31,2
2026-04-30,Dania Beach,P0166,1,6,3
